researcher,title,authors,value of cited by,year
Guillaume Ginolhac,A New Statistic for Testing Covariance Equality in High-Dimensional Gaussian Low-Rank Models,"R Beisson, P Vallet, A Giremus, G Ginolhac",1.0,2024.0
Guillaume Ginolhac,Atténuation robuste du fouillis mural en imagerie radar à travers murs par optimisation riemannienne,"H Brehier, A Breloy, C Ren, G Ginolhac",1.0,2023.0
Guillaume Ginolhac,Détection de changements dans les modèles gaussiens de rang 1,"R Beisson, P Vallet, A Giremus, G Ginolhac",1.0,2022.0
Guillaume Ginolhac,Robust PCA pour l'imagerie Radar à travers les murs,"H Brehier, A Breloy, C Ren, I Hinostroza, G Ginolhac",1.0,2022.0
Guillaume Ginolhac,Change detection in the covariance structure of high-dimensional Gaussian low-rank models,"R Beisson, P Vallet, A Giremus, G Ginolhac",1.0,2021.0
Guillaume Ginolhac,A Riemannian approach to blind separation of t-distributed sources,"F Bouchard, A Breloy, G Ginolhac, A Renaux",1.0,2021.0
Guillaume Ginolhac,Robust low-rank change detection for SAR image time series,"A Mian, A Breloy, G Ginolhac, JP Ovarlez",1.0,2019.0
Guillaume Ginolhac,Robust detection and estimation of Change-Points in a time series of multivariate images,"A Mian, JP Ovarlez, G Ginolhac, A Atto",1.0,2018.0
Guillaume Ginolhac,Borne de Cramér-Rao intrinsèque pour la matrice de covariance des distributions elliptiques complexes,"A Breloy, A Renaux, G Ginolhac, F Bouchard",1.0,2017.0
Guillaume Ginolhac,Filtres adaptatifs rang faible: analyse de performances en grandes dimensions,"A Combernoux, F Pascal, G Ginolhac, M Lesturgie",1.0,2015.0
Guillaume Ginolhac,Numerical performances of low rank stap based on different heterogeneous clutter subspace estimators,"A Breloy, G Ginolhac, F Pascal, P Forster",1.0,2014.0
Guillaume Ginolhac,Théorie des matrices aléatoires appliquée à la détection STAP rang faible,"A Combernoux, F Pascal, G Ginolhac, M Lesturgie",1.0,2013.0
Guillaume Ginolhac,"Une nouvelle décomposition tensorielle orthogonale, l'Alternative Unfolding HOSVD. Application au STAP Polarimétrique","M Boizard, G Ginolhac, F Pascal, P Forster",1.0,2013.0
Guillaume Ginolhac,Estimation par Maximum de Vraisemblance du sous espace clutter dans un bruit hétérogène rang faible avec application au STAP,"A Breloy, L Le Magoarou, G Ginolhac, F Pascal, P Forster",1.0,2013.0
Guillaume Ginolhac,Generalized rectification in the L1-norm with application to robust array processing,"A Combernoux, G Ginolhac, P Forster",1.0,2011.0
Guillaume Ginolhac,Contribution of the polarimetric information in order to discriminate target from interference subspaces. Application to FoPen detection with SAR processing,"F Brigui, L Thirion-Lefevre, G Ginolhac, P Forster",1.0,2011.0
Guillaume Ginolhac,Orthogonal polarimetric SAR processor based on signal and interference subspace models,"F Brigui, L Thiron-Lefevre, G Ginolhac, P Forster",1.0,2010.0
Guillaume Ginolhac,A procedure for efficient estimation of multiple parameters in some nonlinear cases,"G Ginolhac, P Forster",1.0,2009.0
Guillaume Ginolhac,Implemetation and optimization of a SAR processor based on a subspace detector. Application to Man Made Target detection in a forest.,"R Durand, L Thirion, G Ginolhac, P Forster",1.0,2006.0
Guillaume Ginolhac,Computation of bistatic RCS with NEC2 in a context of passive ISAR system,"F Daout, F Schmitt, G Ginolhac",1.0,2005.0
Guillaume Ginolhac,False alarm reduction for the buried mine detection,"G Ginolhac, P Gounon, S Ioan, A Hetet",1.0,2003.0
Guillaume Ginolhac,Intrinsic Bayesian Cramér-Rao Bound with an Application to Covariance Matrix Estimation,"F Bouchard, A Renaux, G Ginolhac, A Breloy",,2024.0
Guillaume Ginolhac,Classification of Buried Objects from Ground Penetrating Radar Images by using Second Order Deep Learning Models,"D Jafuno, A Mian, G Ginolhac, N Stelzenmuller",,2024.0
Guillaume Ginolhac,Buried Object Classification from GPR Data by using Second Order Deep Learning Models,"D Jafuno, A Mian, G Ginolhac, N Stelzenmuller",,2024.0
Guillaume Ginolhac,Sequential Phase Linking: Progressive Integration of SAR Images for Operational Phase Estimation,"D El Hajjar, Y Yan, G Ginolhac, MN El Korso",,2024.0
Guillaume Ginolhac,Covariance Fitting Interferometric Phase Linking: Modular Framework and Optimization Algorithms,"PVH Vu, A Breloy, F Brigui, Y Yan, G Ginolhac",,2024.0
Guillaume Ginolhac,Natural Bayesian Cram\'er-Rao Bound with an Application to Covariance Estimation,"F Bouchard, A Renaux, G Ginolhac, A Breloy",,2023.0
Guillaume Ginolhac,InSAR Phase Linking for non-Gaussian data,"PVH VU, A Breloy, F Brigui, Y Yan, G Ginolhac",,2023.0
Guillaume Ginolhac,Détection de changements dans les modèles gaussiens de rang K appliquée à l'imagerie SAR,"R Beisson, G Ginolhac, P Vallet, A Giremus",,2023.0
Guillaume Ginolhac,Détecteur de Rao robuste pour un sonar à croix de Mills,"O Lerda, A Mian, G Ginolhac, JP Ovarlez",,2023.0
Guillaume Ginolhac,Classification d'objets enfouis par un modèle du second d'ordre en utilisant des données GPR,"D Jafuno, A Mian, G Ginolhac, N Stelzenmuller",,2023.0
Guillaume Ginolhac,Covariance fitting based InSAR Phase Linking,"PVH Vu, A Breloy, F Brigui, Y Yan, G Ginolhac",,2023.0
Guillaume Ginolhac,Nouvel Algorithme d'estimation de phases pour InSAR multi-temporelle basé sur le maximum de vraisemblance,"PVH Vu, F Brigui, A Breloy, Y Yan, G Ginolhac",,2022.0
Guillaume Ginolhac,Fractional Field Image Time Series Modeling and Application to Cyclone Tracking,"AM Atto, A Pinheiro, G Ginolhac, P Morettin",,2021.0
Guillaume Ginolhac,On Change Detection for Polsar Image Time Series: A New Clustering Approach,"V Roizman, G Ginolhac, M Jonckheere, F Pascal",,2021.0
Guillaume Ginolhac,Robust Mean and Covariance Matrix Estimation Under Heterogeneous Mixed-Effects Model,"A Hippert-Ferrer, MN El Korso, A Breloy, G Ginolhac",,2021.0
Guillaume Ginolhac,Robust Clustering for Satellite Images Time-Series,"A Collas, JP Ovarlez, G Ginolhac, C Ren, A Breloy",,2020.0
Guillaume Ginolhac,Performance Analysis of a Low-Rank Detector Under Training Data Contamination,"P Vallet, G Ginolhac, F Pascal, P Forster",,2019.0
Guillaume Ginolhac,Détection de Changement Robuste en Rang Faible pour les Séries Temporelles d'Images SAR,"A Mian, A Breloy, G Ginolhac, JP Ovarlez",,2019.0
Guillaume Ginolhac,Bornes de Cramér-Rao Intrinsèques pour l'estimation de la matrice de dispersion normalisée dans les distributions elliptiques,"F Bouchard, A Breloy, A Renaux, G Ginolhac",,2019.0
Guillaume Ginolhac,Designing SAR images change-point estimation strategies using an MSE lower bound,"A Mian, L Bacharach, G Ginolhac, A Renaux, MN El Korso, JP Ovarlez",,2019.0
Guillaume Ginolhac,Intrinsic Cramér-Rao Bounds for Scatter and Shape Matrices Estimation in Complex Elliptically Symmetric Distributions,"A Breloy, G Ginolhac, A Renaux, F Bouchard",,2018.0
Guillaume Ginolhac,Robust Covariance and Subspace Learning: Dealing with Small Sample Support,"A Breloy, F Pascal, G Ginolhac",,2018.0
Guillaume Ginolhac,Estimateur de Tyler régularisé dans le cas sous-déterminé. Application à la détection d'objets enfouis,"Q Hoarau, A Breloy, G Ginolhac, A Atto, JM Nicolas",,2017.0
Guillaume Ginolhac,Détection de changement sur images SAR monovariées par analyse temps-fréquence linéaire,"A Mian, JP Ovarlez, G Ginolhac, A Atto",,2017.0
Guillaume Ginolhac,Estimation Robuste de la Matrice de Covariance en contexte Hétérogène Rang Faible,"A Breloy, G Ginolhac, F Pascal, P Forster",,2015.0
Guillaume Ginolhac,Sensor Array and Multichannel Processing-Derivation of the Bias of the Normalized Sample Covariance Matrix in a Heterogeneous Noise With Application to Low Rank STAP Filter,"G Ginolhac, P Forster, F Pascal, JP Ovarlez",,2012.0
Guillaume Ginolhac,Analyse des performances d’algorithmes d’imagerie SAR basés sur des modèles à sous-espace.,"F Brigui, G Ginolhac, L Thirion-Lefèvre, P Forster",,2011.0
Guillaume Ginolhac,Performances of polarimetric subspace SAR processors for target detection and interference rejection,"F Brigui, G Ginolhac, L Thirion-Lefevre, P Forster",,2011.0
Guillaume Ginolhac,Détection: application au domainde du RADAR,G Ginolhac,,2011.0
Guillaume Ginolhac,Persymmetric and robust low-rank STAP filter,"G Ginolhac, P Forster, JP Ovarlez, F Pascal",,2011.0
Guillaume Ginolhac,STAP processing and SIRV modeling: robustness and persymmetty,"JP Ovarlez, F Pascal, P Forster, G Ginolhac, M Mahot",,2011.0
Guillaume Ginolhac,Performances of subspace SAR processors for target detection and interference rejection,"F Brigui, G Ginolhac, L Thirion-Lefèvre, P Forster",,2010.0
Guillaume Ginolhac,"Research Article Multifrequency and Multistatic Inverse Synthetic Aperture Radar, with Application to FM Passive Radar","G Ginolhac, F Schmitt, F Daout, P Forster",,2010.0
Guillaume Ginolhac,New polarimetric SAR processors based on signal and interference subspace models,"F Brigui, L Thirion-Lefèvre, G Ginolhac, P Forster",,2009.0
Guillaume Ginolhac,New Polarimetric signal and interference subspace detectors for SAR processors,"F Brigui, L Thirion-Lefevre, G Ginolhac, P Forster",,2009.0
Guillaume Ginolhac,Processeurs SAR basés sur des détecteurs à sous-espaces,"F Brigui, L Thirion-Lefevre, G Ginolhac, P Forster",,2009.0
Guillaume Ginolhac,Détection de cibles cachées sous couvert forestier au moyen d'un processeur SAR basé sur un détecteur de sous-espaces,"R Durand, L Thirion-Lefevre, G Ginolhac, P Forster",,2007.0
Guillaume Ginolhac,Narrowband Multistatic Imagery,"G Ginolhac, F Schmitt, F Daout, P Forster",,2006.0
Guillaume Ginolhac,Man Made Target Detection in a Forest with a Subspace SAR Processor,"R Durand, L Thirion, G Ginolhac, P Forster",,2006.0
Guillaume Ginolhac,Algorithme de Synthese d’Ouverture Basé sur un Détecteura Sous Espace,"R DURAND, G Ginolhac, P Forster, L THIRION, M LESTURGIE",,2005.0
Guillaume Ginolhac,Imagerie d’objets mobiles à l’aide d’un radar bande étroite multistatique,"G Ginolhac, F Daout, F Schmitt",,2005.0
Guillaume Ginolhac,Une procédure générale d’estimation efficace de paramètres multiples avec application en localisation,"P Forster, G Ginolhac",,2005.0
Guillaume Ginolhac,Application de l'algorithme Principal Component Inverse 3D pour la détection de mines enfouies,"G Ginolhac, P Gounon, A Hetet",,2003.0
Guillaume Ginolhac,Utilisation de modèles de réverbération pour améliorer la détection en acoustique sous-marine,G Ginolhac,,2001.0
Guillaume Ginolhac,Comparison between different inversion methods for ocean acoustic tomography (comparison on experimental data),"P Pignot, B Faure, G Ginolhac",,1998.0
Guillaume Ginolhac,Modèle d’interaction et performances du traitement du signal multimodal Interaction model and performance of multimodal signal processing,"G GINOLHAC, P Annecy-Chambéry, PI FIJALKOW, JF BERCHER, ...",,
Guillaume Ginolhac,Traitement STAP et Modélisation SIRV: Robustesse et Persymétrie Traitement STAP et Modélisation SIRV: Robustesse et Persymétrie,"JP Ovarlez, F Pascal, P Forster, G Ginolhac, M Mahot",,
Guillaume Ginolhac,ctorat,"L Ferro-Famil, G Ginolhac, JP Ovarlez, C Adnet, O Rabaste",,
Guillaume Ginolhac,Bornes de Cramér-Rao intrinsèques et matrices de covariance,"F Bouchard, A Breloy, G Ginolhac, A Renaux",,
Guillaume Ginolhac,HAL Id: hal-04234464,"O Lerda, A Mian, G Ginolhac, JP Ovarlez",,
Guillaume Ginolhac,EUSIPCO 2013 1569746601,"A Combernoux, F Pascal, G Ginolhac, M Lesturgie",,
Guillaume Ginolhac,"STAP à Rang Réduit, Robust et Persymétrique STAP à Rang Réduit, Robust et Persymétrique","G Ginolhac, P Forster, JP Ovarlez, F Pascal",,
Guillaume Ginolhac,"Signal-Adapted Tight Frames on Graphs....................... H. Behjat, U. Richter, D. Van De Ville, and L. Sörnmo 6017 Optimization Methods for Signal Processing Weighted ADMM …","G Gassier, G Chabriel, J Barrere, F Briolle, C Jauffret, A Breloy, ...",,
Guillaume Ginolhac,Nouvelles techniques d’imagerie pour le Radar à Synthèse d’Ouverture,"F Brigui, R Durand, G Ginolhac, L Thirion-Lefevre, P Forster",,
Guillaume Ginolhac,Imagerie radar multicapteur,"F Daout, F Schmitt, G Ginolhac, P Fargette",,
Guillaume Ginolhac,Cross HOSVD and covariance approach,"M Boizard, G Ginolhac, F Pascal, P Forster",,
Guillaume Ginolhac,Fusion algorithms for detection in presence of reverberation,"G Ginolhac, J Chanussot, C Pichat",,
Guillaume Ginolhac,Imagerie radar multistatique utilisant des émetteurs d’opportunité GPS,"F Maussang, F Daout, G Ginolhac, F Schmitt",,
Patrick Lambert,3-D deep learning approach for remote sensing image classification,"AB Hamida, A Benoit, P Lambert, CB Amar",702.0,2018.0
Patrick Lambert,"Color edge detector using jointly hue, saturation and intensity","T Carron, P Lambert",265.0,1994.0
Patrick Lambert,Fuzzy fusion techniques for linear features detection in multitemporal SAR images,"J Chanussot, G Mauris, P Lambert",235.0,1999.0
Patrick Lambert,Dynamic hand gesture recognition using the skeleton of the hand,"B Ionescu, D Coquin, P Lambert, V Buzuloiu",137.0,2005.0
Patrick Lambert,Total ordering based on space filling curves for multivalued morphology,"J Chanussot, P Lambert",117.0,1998.0
Patrick Lambert,Video summarization from spatio-temporal features,"R Laganière, R Bacco, A Hocevar, P Lambert, G Païs, BE Ionescu",78.0,2008.0
Patrick Lambert,Symbolic fusion of luminance-hue-chroma features for region segmentation,"P Lambert, T Carron",72.0,1999.0
Patrick Lambert,Extending mathematical morphology to color image processing,"P Lambert, J Chanussot",58.0,2000.0
Patrick Lambert,Filtering and segmentation: The specifity of color images,P Lambert,53.0,2000.0
Patrick Lambert,Bit mixing paradigm for multivalued morphological filters,"J Chanussot, P Lambert",47.0,1997.0
Patrick Lambert,An application of mathematical morphology to road network extraction on SAR images,"J Chanussot, P Lambert",38.0,1998.0
Patrick Lambert,PDE-based enhancement of color images in RGB space,"S Bettahar, AB Stambouli, P Lambert, A Benoit",35.0,2011.0
Patrick Lambert,Hierarchical late fusion for concept detection in videos,"ST Strat, A Benoit, P Lambert, H Bredin, G Quénot",32.0,2014.0
Patrick Lambert,Improved cut detection for the segmentation of animation movies,"B Ionescu, V Buzuloiu, P Lambert, D Coquin",32.0,2006.0
Patrick Lambert,Irim at TRECVID 2014: Semantic indexing and instance search,"N Ballas, B Labbé, H Le Borgne, P Gosselin, D Picard, M Redi, ...",30.0,2014.0
Patrick Lambert,Symbolic fusion of hue-chroma-intensity features for region segmentation,"T Carron, P Lambert",30.0,1996.0
Patrick Lambert,Using eigenvectors of a vector field for deriving a second directional derivative operator for color images,"W Alshatti, P Lambert",30.0,1993.0
Patrick Lambert,Deep learning for semantic segmentation of remote sensing images with rich spectral content,"AB Hamida, A Benoit, P Lambert, L Klein, CB Amar, N Audebert, ...",29.0,2017.0
Patrick Lambert,A fuzzy color-based approach for understanding animated movies content in the indexing task,"B Ionescu, D Coquin, P Lambert, V Buzuloiu",29.0,2008.0
Patrick Lambert,Timed-image based deep learning for action recognition in video sequences,"AM Atto, A Benoit, P Lambert",26.0,2020.0
Patrick Lambert,Fuzzy color edge extraction by inference rules quantitative study and evaluation of performances,"T Carron, P Lambert",26.0,1995.0
Patrick Lambert,Multiscale fully convolutional densenet for semantic segmentation,"S Brahimi, N Ben Aoun, C Ben Amar, A Benoit, P Lambert",21.0,2018.0
Patrick Lambert,Semantic segmentation using reinforced fully convolutional densenet with multiscale kernel,"S Brahimi, N Ben Aoun, A Benoit, P Lambert, C Ben Amar",20.0,2019.0
Patrick Lambert,Indexed operations for non-rectangular lattices applied to convolutional neural networks,"M Jacquemont, L Antiga, T Vuillaume, G Silvestri, A Benoit, P Lambert, ...",20.0,2019.0
Patrick Lambert,Deep Learning for automatic sale receipt understanding,"R Raoui-Outach, C Million-Rousseau, A Benoit, P Lambert",20.0,2017.0
Patrick Lambert,Content-based video description for automatic video genre categorization,"B Ionescu, K Seyerlehner, C Rasche, C Vertan, P Lambert",20.0,2012.0
Patrick Lambert,Rushes summarization by IRIM consortium: redundancy removal and multi-feature fusion,"G Quenot, J Benois-Pineau, B Mansencal, E Rossi, M Cord, F Precioso, ...",19.0,2008.0
Patrick Lambert,A quick and coarse color image segmentation,"P Lambert, H Grecu",19.0,2003.0
Patrick Lambert,Watershed approaches for color image segmentation.,"J Chanussot, P Lambert",19.0,1999.0
Patrick Lambert,First full-event reconstruction from imaging atmospheric cherenkov telescope real data with deep learning,"M Jacquemont, T Vuillaume, A Benoit, G Maurin, P Lambert, G Lamanna",18.0,2021.0
Patrick Lambert,GammaLearn: a Deep Learning framework for IACT data,"M Jacquemont, T Vuillaume, A Benoit, G Maurin, P Lambert, G Lamanna, ...",18.0,2019.0
Patrick Lambert,An audio-visual approach to web video categorization,"BE Ionescu, K Seyerlehner, I Mironică, C Vertan, P Lambert",18.0,2014.0
Patrick Lambert,Études méthodologiques du filtrage et de la segmentation d'images multi-composantes,P Lambert,18.0,2002.0
Patrick Lambert,Comparison of prefiltering operators for road network extraction in SAR images,"P Bolon, J Chanussot, I Issa, P Lambert",18.0,1999.0
Patrick Lambert,Deep learning approach for remote sensing image analysis,"AB Hamida, A Benoit, P Lambert, C Ben-Amar",17.0,2016.0
Patrick Lambert,Retina enhanced SIFT descriptors for video indexing,"ST Strat, A Benoit, P Lambert",17.0,2013.0
Patrick Lambert,Animation movie abstraction: Key frame adaptative selection based on color histogram filtering,"L Ott, P Lambert, B Ionescu, D Coquin",16.0,2007.0
Patrick Lambert,Irim at trecvid 2011: Semantic indexing and instance search,"B Delezoide, F Precioso, PH Gosselin, M Redi, B Merialdo, L Granjon, ...",15.0,2011.0
Patrick Lambert,IRIM at TRECVID 2010: semantic indexing and instance search,"D Gorisse, F Precioso, PH Gosselin, L Granjon, D Pellerin, M Rombaut, ...",15.0,2010.0
Patrick Lambert,Animation movies trailer computation,"B Ionescu, P Lambert, D Coquin, L Ott, V Buzuloiu",15.0,2006.0
Patrick Lambert,Retina enhanced SURF descriptors for spatio-temporal concept detection,"ST Strat, A Benoit, P Lambert, A Caplier",14.0,2014.0
Patrick Lambert,Color-based semantic characterization of cartoons,"B Ionescu, P Lambert, D Coquin, L Darlea",14.0,2005.0
Patrick Lambert,A color-action perceptual approach to the classification of animated movies,"B Ionescu, C Vertan, P Lambert, A Benoit",13.0,2011.0
Patrick Lambert,Image retrieval using spatial chromatic histograms,"P Lambert, N Hervey, H Grecu",13.0,2004.0
Patrick Lambert,An in-depth evaluation of multimodal video genre categorization,"I Mironică, B Ionescu, P Knees, P Lambert",12.0,2013.0
Patrick Lambert,Animated movie genre detection using symbolic fusion of text and image descriptors,"G Païs, P Lambert, D Beauchêne, F Deloule, B Ionescu",12.0,2012.0
Patrick Lambert,IRIM at TRECVID 2010: High level feature extraction and instance search,"D Gorisse, F Precioso, P Gosselin, L Granjon, D Pellerin, M Rombaut, ...",12.0,2010.0
Patrick Lambert,Analysis of the Cherenkov Telescope Array first Large-Sized Telescope real data using convolutional neural networks,"T Vuillaume, M Jacquemont, MB de Lavergne, DA Sanchez, V Poireau, ...",11.0,2021.0
Patrick Lambert,A contour-color-action approach to automatic classification of several common video genres,"BE Ionescu, C Rasche, C Vertan, P Lambert",11.0,2011.0
Patrick Lambert,A simple but effective approach to video copy detection,"G Roth, R Laganière, P Lambert, I Lakhmiri, T Janati",11.0,2010.0
Patrick Lambert,Color-Based Content Retrieval of Animation Movies: A Study.,"B Ionescu, P Lambert, D Coquin, V Buzuloiu",11.0,2007.0
Patrick Lambert,Real time vector median like filter: FPGA design and application to color image filtering,"J Chanussot, M Paindavoine, P Lambert",10.0,1999.0
Patrick Lambert,Dissolve detection in abstract video contents,"B Ionescu, C Vertan, P Lambert",9.0,2011.0
Patrick Lambert,Fuzzy semantic action and color characterization of animation movies in the video indexing task context,"BE Ionescu, D Coquin, P Lambert, V Buzuloiu",9.0,2006.0
Patrick Lambert,Multi-task architecture with attention for imaging atmospheric cherenkov telescope data analysis,"M Jacquemont, T Vuillaume, A Benoit, G Maurin, P Lambert",8.0,2021.0
Patrick Lambert,Retina enhanced bag of words descriptors for video classification,"ST Strat, A Benoit, P Lambert",8.0,2014.0
Patrick Lambert,Video genre categorization and representation using audio-visual information,"B Ionescu, K Seyerlehner, C Rasche, C Vertan, P Lambert",8.0,2012.0
Patrick Lambert,PDE-based efficient method for colour image restoration,"S Bettahar, P Lambert, AB Stambouli",7.0,2017.0
Patrick Lambert,The cut detection issue in the animation movie domain.,"B Ionescu, P Lambert, D Coquin, V Buzuloiu",7.0,2007.0
Patrick Lambert,Data fusion for the management of multimedia documents,"F Deloule, P Lambert, D Beauchene, B Ionescu",7.0,2007.0
Patrick Lambert,Enhancement and registration of multichannel images based on vector order filter,"P Lambert, S Gaspard",7.0,2000.0
Patrick Lambert,Integration of linguistic knowledge for colour image segmentation,"T Carron, P Lambert",7.0,1996.0
Patrick Lambert,A vector rank filter application to multi-spectral image filtering,"W Alshatti, P Bolon, P Lambert",7.0,1995.0
Patrick Lambert,Single imaging atmospheric cherenkov telescope full-event reconstruction with a deep multi-task learning architecture,"M Jacquemont, T Vuillaume, A Benoît, G Maurin, P Lambert",6.0,2020.0
Patrick Lambert,Image retrieval by partial queries,"H Grecu, P Lambert",6.0,2001.0
Patrick Lambert,Indexation par descripteurs flous: Application à la recherche d’images,"H GRECU, P LAMBERT",6.0,2001.0
Patrick Lambert,Fuzzy techniques evaluate sausage quality,"G Mauris, N Perrot, P Lambert, JR Philippe",6.0,2000.0
Patrick Lambert,Prétraitements des images couleur,"P Lambert, P Montesinos",6.0,1999.0
Patrick Lambert,Image processing makeup using fuzzy performance indicators,"P Lambert, G Mauris, A Elbou",6.0,1998.0
Patrick Lambert,IRIM at TRECVID 2018: Instance search,"B Mansencal, J Benois-Pineau, H Bredin, G Quénot",5.0,2018.0
Patrick Lambert,Deep learning vs spectral clustering into an active clustering with pairwise constraints propagation,"N Voiron, A Benoit, P Lambert, B Ionescu",5.0,2016.0
Patrick Lambert,Anisotropic color image denoising and sharpening,"S Bettahar, P Lambert, AB Stambouli",5.0,2014.0
Patrick Lambert,Spatio-temporal block model for video indexation assistance,"A Simac-Lejeune, M Rombaut, P Lambert",5.0,2010.0
Patrick Lambert,Relevance of interest points for eye position prediction on videos,"A Simac-Lejeune, S Marat, D Pellerin, P Lambert, M Rombaut, N Guyader",5.0,2009.0
Patrick Lambert,Highlighting action content in animated movies,"B Ionescu, A Pacureanu, P Lambert, C Vertan",5.0,2009.0
Patrick Lambert,Fuzzy color-based semantic characterization of animation movies,"B Ionescu, P Lambert, D Coquin, V Buzuloiu",5.0,2006.0
Patrick Lambert,GammaLearn-first steps to apply Deep Learning to the Cherenkov Telescope Array data,"T Vuillaume, J Mikael, L Antiga, A Benoit, P Lambert, G Maurin, G Silvestri",4.0,2019.0
Patrick Lambert,IRIM at TRECVid 2015: semantic indexing,"H Le Borgne, P Gosselin, D Picard, M Redi, B Mérialdo, B Mansencal, ...",4.0,2015.0
Patrick Lambert,Points d'intérêt spatio-temporels pour la détection de mouvements dans les vidéos,"A Simac-Lejeune, M Rombaut, P Lambert",4.0,2010.0
Patrick Lambert,Tackling action-based video abstraction of animated movies for video browsing,"B Ionescu, L Ott, P Lambert, D Coquin, A Pacureanu, V Buzuloiu",4.0,2010.0
Patrick Lambert,An Approach to Scene Detection in Animation Movies and its Applications,"B Ionescu, D Coquin, P Lambert, V Buzuloiu",4.0,2005.0
Patrick Lambert,Segmentation automatique des images couleur à base d'indicateurs de performance,"N Bouloudani, P Lambert, D Coquin",4.0,2003.0
Patrick Lambert,Simplification of a color image segmentation using a fuzzy attributed graph,"H Grecu, P Lambert",4.0,2000.0
Patrick Lambert,Représentation floue et graphe d'adjacence pour la simplification d'images segmentées: Application à l'Indexation,"H Grecu, P Lambert",4.0,1999.0
Patrick Lambert,The characterization of new austenitic stainless steels highly resistant to cavitation-erosion,"G L'Esperance, M Simoneau, P Lambert, JI Dickson, R Simoneau",4.0,1990.0
Patrick Lambert,Semi-supervised Spectral Clustering with automatic propagation of pairwise constraints,"N Voiron, A Benoit, A Filip, P Lambert, B Ionescu",3.0,2015.0
Patrick Lambert,A Fisher Kernel Approach for Multiple Instance Based Object Retrieval in Video Surveillance,"I MIRONICĂ, CA MITREA, B Ionescu, P Lambert",3.0,2015.0
Patrick Lambert,Bags of Trajectory Words for video indexing,"ST Strat, A Benoit, P Lambert",3.0,2014.0
Patrick Lambert,Intensity-driven dissolve detection adapted to synthetic video contents,"B Ionescu, P Lambert",3.0,2013.0
Patrick Lambert,Automatic difference measure between movies using dissimilarity measure fusion and rank correlation coefficients,"N Voiron, A Benoit, P Lambert",3.0,2012.0
Patrick Lambert,Reconnaissance de gestes dynamiques de la main,"B Ionescu, D Coquin, P Lambert",3.0,2003.0
Patrick Lambert,Entrelacement de bits et Space Filling Curves: une extension des filtres de rang aux images couleur,"J CHANUSSOT, P LAMBERT",3.0,1997.0
Patrick Lambert,"Deep learning for astrophysics, understanding the impact of attention on variability induced by parameter initialization","M Jacquemont, T Vuillaume, A Benoit, G Maurin, P Lambert",2.0,2021.0
Patrick Lambert,Deep learning for semantic segmentation,"A Benoit, B Ghattas, E Amri, J Fournel, P Lambert",2.0,2021.0
Patrick Lambert,Generative Adversarial Network (GAN) for remote sensing images unsupervised learning,"AB Hamida, A Benoit, P Lambert, CB Amar",2.0,2018.0
Patrick Lambert,Classification of animated video genre using color and temporal information,"B Ionescu, P Lambert",2.0,2013.0
Patrick Lambert,Enhancement of multi-valued images using PDE coupling,"S Bettahar, AB Stambouli, P Lambert, A Benoit",2.0,2011.0
Patrick Lambert,"Classifying documentary, music, news and animated genres with temporal, color and contour information","B Ionescu, C Rasche, L Florea, C Vertan, P Lambert",2.0,2011.0
Patrick Lambert,Numerical scheme for efficient colour image denoising,"S Bettahar, AB Stambouli, P Lambert",2.0,2011.0
Patrick Lambert,Similarity measurement for animation movies,"A Benoit, M Ciobotaru, P Lambert, B Ionescu",2.0,2011.0
Patrick Lambert,Animated movie activity characterization by image and text information fusion,"G Pais, F Deloule, D Beauchêne, P Lambert",2.0,2009.0
Patrick Lambert,Fast color image segmentation using fuzzy clustering,"P Lambert, H Grecu",2.0,2002.0
Patrick Lambert,A software instrument using fuzzy techniques for sausage quality evaluation,"G Mauris, N Perrot, P Lambert, JR Philippe",2.0,2000.0
Patrick Lambert,Analyse d'une segmentation en regions utilisant conjointement les informations de chrominance et d'intensite,"T Carron, P Lambert, P Morel",2.0,1993.0
Patrick Lambert,Contribution par l'étude de la phase transmise à la modélisation du milieu acoustique sous-marin,P Lambert,2.0,1983.0
Patrick Lambert,Transmission acoustique de signaux monochromatiques,"JY Jourdain, P Lambert",2.0,1980.0
Patrick Lambert,Lecture automatique d'un ticket de caisse par vision embarquee sur un telephone mobile,"R Raoui-Outach, C Million-Rousseau, A Benoit, P Lambert",1.0,2016.0
Patrick Lambert,Yellow eel stock assessment oriented by the colonisation process to evaluate impacts of obstacles,"P Lambert, H Drouineau, C Briand, L Beaulaton",1.0,2014.0
Patrick Lambert,Analyse de trajectoires pour l'indexation sémantique des vidéos à grande échelle,"ST Strat, A Benoit, P Lambert",1.0,2014.0
Patrick Lambert,Un indicateur de fausses couleurs pour évaluer le traitement des images couleurs,"I Varian, P Lambert, S Bettahar",1.0,2013.0
Patrick Lambert,Retina-enhanced surf descriptors for semantic concept detection in videos,"ST Strat, A Benoit, P Lambert, A Caplier",1.0,2012.0
Patrick Lambert,A content-driven system architecture for tackling automatic cataloging of animated movie databases,"B Ionescu, A Marin, P Lambert, D Coquin, C Vertan",1.0,2012.0
Patrick Lambert,Analyzing Animated Movie Contents for Automatic Video Indexing,"B Ionescu, P Lambert, D Coquin, A Marin, C Vertan",1.0,2011.0
Patrick Lambert,Audio-Visual content description for video genre classification in the context of social media.,"B Ionescu, K Seyerlehner, C Vertan, P Lambert",1.0,2011.0
